src_gene,tgt_gene,ratio,name,gw_dist,num_ga,num_gb,ligand,receptor,weight
GNB1,GNG5,0.014494190991182255,Apelin signaling pathway,75909.36965822265,107,126,,,0.8274757233696456
LIPE,GNG3,0.0006136294268081495,Apelin signaling pathway,75909.36965822265,107,126,,,0.8274757233696456
MEF2C,CCND1,0.02163067488829646,Apelin signaling pathway,75909.36965822265,107,126,,,0.8274757233696456
SLC9A1,MRAS,0.001193367333977573,Apelin signaling pathway,75909.36965822265,107,126,,,0.8274757233696456
ITPR3,PDE3B,0.0011439852321939222,Apelin signaling pathway,75909.36965822265,107,126,,,0.8274757233696456
MAPK1,UCP1,0.006598071530016951,Apelin signaling pathway,75909.36965822265,107,126,,,0.8274757233696456
MAPK1,SMAD2,0.0017099103957635814,Apelin signaling pathway,75909.36965822265,107,126,,,0.8274757233696456
MYLK2,ADCY2,0.000914265617374967,Apelin signaling pathway,75909.36965822265,107,126,,,0.8274757233696456
PLCB4,PLCB2,0.0015463087938471052,Apelin signaling pathway,75909.36965822265,107,126,,,0.8274757233696456
JAG1,PRKAA2,0.0035859126724095756,Apelin signaling pathway,75909.36965822265,107,126,,,0.8274757233696456
MAPK3,RPS6KB1,0.01163221480770636,Apelin signaling pathway,75909.36965822265,107,126,,,0.8274757233696456
PLAT,KLF2,0.011986974079608696,Apelin signaling pathway,75909.36965822265,107,126,,,0.8274757233696456
AKT2,GNB4,0.0031977841709870387,Apelin signaling pathway,75909.36965822265,107,126,,,0.8274757233696456
PIK3CG,ADCY8,9.528146742218536e-05,Apelin signaling pathway,75909.36965822265,107,126,,,0.8274757233696456
PIK3CG,CALML6,0.000269187040204629,Apelin signaling pathway,75909.36965822265,107,126,,,0.8274757233696456
SERPINE1,GNGT1,0.0025813905997814223,Apelin signaling pathway,75909.36965822265,107,126,,,0.8274757233696456
SERPINE1,MYL3,0.0018290998616386019,Apelin signaling pathway,75909.36965822265,107,126,,,0.8274757233696456
NRF1,MYL4,0.0010067718905729976,Apelin signaling pathway,75909.36965822265,107,126,,,0.8274757233696456
PRKAG2,MTOR,0.005775096089019794,Apelin signaling pathway,75909.36965822265,107,126,,,0.8274757233696456
TGFBR1,SMAD3,0.0008323913194210314,Apelin signaling pathway,75909.36965822265,107,126,,,0.8274757233696456
ACTA2,ACTA2,0.03611370616319925,Apelin signaling pathway,75909.36965822265,107,126,,,0.8274757233696456
TFAM,NRAS,0.006839455454387425,Apelin signaling pathway,75909.36965822265,107,126,,,0.8274757233696456
RPS6KB1,CCN2,0.0032843756322201855,Apelin signaling pathway,75909.36965822265,107,126,,,0.8274757233696456
HDAC5,MEF2C,0.0007122790864162046,Apelin signaling pathway,75909.36965822265,107,126,,,0.8274757233696456
HDAC5,PRKCE,0.002840038358246178,Apelin signaling pathway,75909.36965822265,107,126,,,0.8274757233696456
CCND1,GNG10,0.02400366389386166,Apelin signaling pathway,75909.36965822265,107,126,,,0.8274757233696456
GNB3,HDAC5,0.00016813316197029766,Apelin signaling pathway,75909.36965822265,107,126,,,0.8274757233696456
PRKAB1,MAPK1,0.0024411983150613163,Apelin signaling pathway,75909.36965822265,107,126,,,0.8274757233696456
GNAI2,CALM3,0.024362363020667337,Apelin signaling pathway,75909.36965822265,107,126,,,0.8274757233696456
GNB4,PIK3R4,0.00652069164526603,Apelin signaling pathway,75909.36965822265,107,126,,,0.8274757233696456
MEF2D,GABARAP,0.0017326580039097228,Apelin signaling pathway,75909.36965822265,107,126,,,0.8274757233696456
AKT3,ADCY3,0.00395337263504492,Apelin signaling pathway,75909.36965822265,107,126,,,0.8274757233696456
CCN2,SLC9A1,0.021754834482579838,Apelin signaling pathway,75909.36965822265,107,126,,,0.8274757233696456
SPP1,TFAM,0.0019464818892946144,Apelin signaling pathway,75909.36965822265,107,126,,,0.8274757233696456
GNA13,PRKAB1,0.0029063936382719463,Apelin signaling pathway,75909.36965822265,107,126,,,0.8274757233696456
EGR1,SPP1,0.030324030386872296,Apelin signaling pathway,75909.36965822265,107,126,,,0.8274757233696456
ADCY7,RYR2,0.0002493353080376178,Apelin signaling pathway,75909.36965822265,107,126,,,0.8274757233696456
ITPR2,NOS3,0.000666488058193359,Apelin signaling pathway,75909.36965822265,107,126,,,0.8274757233696456
RRAS,MAP2K2,0.007495585483228029,Apelin signaling pathway,75909.36965822265,107,126,,,0.8274757233696456
BECN1,GABARAPL2,0.006710895694533739,Apelin signaling pathway,75909.36965822265,107,126,,,0.8274757233696456
MAP2K2,PRKACB,0.0047792767870937355,Apelin signaling pathway,75909.36965822265,107,126,,,0.8274757233696456
KLF2,RPS6KB2,0.015469012460926935,Apelin signaling pathway,75909.36965822265,107,126,,,0.8274757233696456
GNG11,HRAS,0.10698066182759877,Apelin signaling pathway,75909.36965822265,107,126,,,0.8274757233696456
GNAI1,PRKAG2,0.003385917048698565,Apelin signaling pathway,75909.36965822265,107,126,,,0.8274757233696456
CALML4,PPARGC1A,2.254327713184356e-05,Apelin signaling pathway,75909.36965822265,107,126,,,0.8274757233696456
CALML4,PLIN1,0.00013432755801185976,Apelin signaling pathway,75909.36965822265,107,126,,,0.8274757233696456
CALML4,GNG13,9.24330815154234e-05,Apelin signaling pathway,75909.36965822265,107,126,,,0.8274757233696456
ADCY4,GNG4,0.009223593063587967,Apelin signaling pathway,75909.36965822265,107,126,,,0.8274757233696456
PRKAB2,NOS2,0.0011227886243278611,Apelin signaling pathway,75909.36965822265,107,126,,,0.8274757233696456
PRKAB2,SPHK2,0.0004000717568013099,Apelin signaling pathway,75909.36965822265,107,126,,,0.8274757233696456
RAF1,MAP2K1,0.00414352935583576,Apelin signaling pathway,75909.36965822265,107,126,,,0.8274757233696456
PRKAA1,PRKAG1,0.006687755027197299,Apelin signaling pathway,75909.36965822265,107,126,,,0.8274757233696456
KRAS,RRAS,0.011825502669011277,Apelin signaling pathway,75909.36965822265,107,126,,,0.8274757233696456
RRAS2,HDAC4,0.008144872592751354,Apelin signaling pathway,75909.36965822265,107,126,,,0.8274757233696456
APLNR,JAG1,4.067366384557609e-05,Apelin signaling pathway,75909.36965822265,107,126,,,0.8274757233696456
RPS6,SERPINE1,0.11281886448555604,Apelin signaling pathway,75909.36965822265,107,126,,,0.8274757233696456
ADCY3,APLNR,0.0008417759034693738,Apelin signaling pathway,75909.36965822265,107,126,,,0.8274757233696456
GABARAPL1,NRF1,0.011937594910492072,Apelin signaling pathway,75909.36965822265,107,126,,,0.8274757233696456
MYLK3,RYR1,5.6266995131435005e-05,Apelin signaling pathway,75909.36965822265,107,126,,,0.8274757233696456
SMAD4,CALML4,0.003138139461280244,Apelin signaling pathway,75909.36965822265,107,126,,,0.8274757233696456
AKT1,PRKAB2,0.0029165591643143217,Apelin signaling pathway,75909.36965822265,107,126,,,0.8274757233696456
PRKACB,ADCY9,0.001272003831764733,Apelin signaling pathway,75909.36965822265,107,126,,,0.8274757233696456
CALM2,CDH1,0.0689141064533995,Apelin signaling pathway,75909.36965822265,107,126,,,0.8274757233696456
AGTR1,MEF2D,9.207429796983324e-05,Apelin signaling pathway,75909.36965822265,107,126,,,0.8274757233696456
AGTR1,GNG8,5.9391396665817395e-05,Apelin signaling pathway,75909.36965822265,107,126,,,0.8274757233696456
MYLK4,PIK3CG,2.4531917025628016e-05,Apelin signaling pathway,75909.36965822265,107,126,,,0.8274757233696456
PLCB3,GNG7,0.0004598951827881024,Apelin signaling pathway,75909.36965822265,107,126,,,0.8274757233696456
ITPR1,GNAQ,0.0017290057921333338,Apelin signaling pathway,75909.36965822265,107,126,,,0.8274757233696456
GNAQ,MAPK3,0.007555572212409503,Apelin signaling pathway,75909.36965822265,107,126,,,0.8274757233696456
MRAS,ITPR1,0.0018390294020308227,Apelin signaling pathway,75909.36965822265,107,126,,,0.8274757233696456
CALM3,GNB5,0.022612560079424006,Apelin signaling pathway,75909.36965822265,107,126,,,0.8274757233696456
MYL3,ADCY8,0.00011427399819389489,Apelin signaling pathway,75909.36965822265,107,126,,,0.8274757233696456
ADCY9,MYLK2,0.000137642473832534,Apelin signaling pathway,75909.36965822265,107,126,,,0.8274757233696456
ADCY9,RYR1,9.808987064766176e-05,Apelin signaling pathway,75909.36965822265,107,126,,,0.8274757233696456
ADCY9,PIK3R6,0.00012098216356078276,Apelin signaling pathway,75909.36965822265,107,126,,,0.8274757233696456
PRKAA2,SPHK1,0.0021376535423615352,Apelin signaling pathway,75909.36965822265,107,126,,,0.8274757233696456
ADCY1,RYR3,0.0011496858183282761,Apelin signaling pathway,75909.36965822265,107,126,,,0.8274757233696456
NOS3,MYLK,0.0010766506740532826,Apelin signaling pathway,75909.36965822265,107,126,,,0.8274757233696456
SMAD3,PIK3R5,0.0008481325288188521,Apelin signaling pathway,75909.36965822265,107,126,,,0.8274757233696456
SMAD3,MYLK4,0.0019686742311360718,Apelin signaling pathway,75909.36965822265,107,126,,,0.8274757233696456
SMAD3,CAMK4,0.0008015864217985459,Apelin signaling pathway,75909.36965822265,107,126,,,0.8274757233696456
GNGT2,SMAD4,0.0023477942370116484,Apelin signaling pathway,75909.36965822265,107,126,,,0.8274757233696456
GNG4,JAG1,0.001398833482906507,Apelin signaling pathway,75909.36965822265,107,126,,,0.8274757233696456
MAP2K1,PLCB4,5.013668213211464e-06,Apelin signaling pathway,75909.36965822265,107,126,,,0.8274757233696456
MAP2K1,ADCY10,0.005429472614065753,Apelin signaling pathway,75909.36965822265,107,126,,,0.8274757233696456
CALML6,GNG11,5.4968713353450853e-05,Apelin signaling pathway,75909.36965822265,107,126,,,0.8274757233696456
GABARAP,MEF2A,0.0074906211039712485,Apelin signaling pathway,75909.36965822265,107,126,,,0.8274757233696456
PRKCE,APLN,0.0014531140841914439,Apelin signaling pathway,75909.36965822265,107,126,,,0.8274757233696456
APLN,PLIN1,0.00014113363212668424,Apelin signaling pathway,75909.36965822265,107,126,,,0.8274757233696456
APLN,GNGT2,5.814389081024332e-06,Apelin signaling pathway,75909.36965822265,107,126,,,0.8274757233696456
GNB2,GNB2,0.024621661965525964,Apelin signaling pathway,75909.36965822265,107,126,,,0.8274757233696456
GNG12,ADCY7,0.016442890423550603,Apelin signaling pathway,75909.36965822265,107,126,,,0.8274757233696456
GNG5,GNAI2,0.044086309629180934,Apelin signaling pathway,75909.36965822265,107,126,,,0.8274757233696456
ADCY6,AKT3,0.0013379102601103992,Apelin signaling pathway,75909.36965822265,107,126,,,0.8274757233696456
HRAS,NOTCH3,0.006780612462253649,Apelin signaling pathway,75909.36965822265,107,126,,,0.8274757233696456
SMAD2,GNB1,0.007816617208404668,Apelin signaling pathway,75909.36965822265,107,126,,,0.8274757233696456
RPS6KB2,ADCY5,0.0041310353323692145,Apelin signaling pathway,75909.36965822265,107,126,,,0.8274757233696456
SPHK1,PRKACA,0.029866131561533643,Apelin signaling pathway,75909.36965822265,107,126,,,0.8274757233696456
GNG7,PIK3C3,0.0020220551271409714,Apelin signaling pathway,75909.36965822265,107,126,,,0.8274757233696456
PRKAG1,GNA13,0.006204940844846849,Apelin signaling pathway,75909.36965822265,107,126,,,0.8274757233696456
PLCB1,AKT2,0.002093995796322728,Apelin signaling pathway,75909.36965822265,107,126,,,0.8274757233696456
GNG2,PLCB1,0.0008167069839431326,Apelin signaling pathway,75909.36965822265,107,126,,,0.8274757233696456
PIK3R4,MYLK3,0.0013964818440576705,Apelin signaling pathway,75909.36965822265,107,126,,,0.8274757233696456
MYL4,ITPR2,0.0003972868597303796,Apelin signaling pathway,75909.36965822265,107,126,,,0.8274757233696456
RYR2,ADCY4,0.0006809092673790012,Apelin signaling pathway,75909.36965822265,107,126,,,0.8274757233696456
CALM1,GNAI3,0.05492410869658114,Apelin signaling pathway,75909.36965822265,107,126,,,0.8274757233696456
MTOR,GNB3,0.00045678837219317636,Apelin signaling pathway,75909.36965822265,107,126,,,0.8274757233696456
MTOR,ADCY1,0.0010470700231196854,Apelin signaling pathway,75909.36965822265,107,126,,,0.8274757233696456
MTOR,RYR2,0.00023255873610599596,Apelin signaling pathway,75909.36965822265,107,126,,,0.8274757233696456
RYR3,CALML5,8.123324979540494e-05,Apelin signaling pathway,75909.36965822265,107,126,,,0.8274757233696456
NRAS,AKT1,0.0052651683656840444,Apelin signaling pathway,75909.36965822265,107,126,,,0.8274757233696456
GNG10,KRAS,0.0007153299206205655,Apelin signaling pathway,75909.36965822265,107,126,,,0.8274757233696456
BAD,OMA1,0.00423099048152875,Apoptosis,1013819.4433058548,231,249,,,0.0871740523487948
CASP10,NRAS,0.0016090850177592124,Apoptosis,1013819.4433058548,231,249,,,0.0871740523487948
CFLAR,DYNLL2,0.003358399023599043,Apoptosis,1013819.4433058548,231,249,,,0.0871740523487948
MAP3K14,CTSF,0.00015039274648314416,Apoptosis,1013819.4433058548,231,249,,,0.0871740523487948
PSMB1,CAPN1,0.01232203701782672,Apoptosis,1013819.4433058548,231,249,,,0.0871740523487948
PSMC4,CASP3,0.005088794176323963,Apoptosis,1013819.4433058548,231,249,,,0.0871740523487948
CAPN1,MAPK9,0.0024021970236775916,Apoptosis,1013819.4433058548,231,249,,,0.0871740523487948
BID,DNM1L,0.0035708110044578903,Apoptosis,1013819.4433058548,231,249,,,0.0871740523487948
BIRC3,TNFSF10,0.000610029279618117,Apoptosis,1013819.4433058548,231,249,,,0.0871740523487948
VIM,PSMA4,0.03229928121941465,Apoptosis,1013819.4433058548,231,249,,,0.0871740523487948
FAS,DFFB,0.000353212389485343,Apoptosis,1013819.4433058548,231,249,,,0.0871740523487948
BAK1,MAPK10,0.000599016046448284,Apoptosis,1013819.4433058548,231,249,,,0.0871740523487948
PSMA4,PSMD11,0.01133580917485807,Apoptosis,1013819.4433058548,231,249,,,0.0871740523487948
PARP3,PTPN13,0.00034288510035743576,Apoptosis,1013819.4433058548,231,249,,,0.0871740523487948
DSG2,AKT3,2.3968891099691528e-05,Apoptosis,1013819.4433058548,231,249,,,0.0871740523487948
MAPK9,TLR4,0.00040546650182750414,Apoptosis,1013819.4433058548,231,249,,,0.0871740523487948
PIK3CB,TUBA3D,5.6478029377583215e-05,Apoptosis,1013819.4433058548,231,249,,,0.0871740523487948
PIK3CB,TUBA3E,3.44364354367602e-05,Apoptosis,1013819.4433058548,231,249,,,0.0871740523487948
PIK3CB,TUBA8,8.598961462185381e-05,Apoptosis,1013819.4433058548,231,249,,,0.0871740523487948
PIK3CB,IL3RA,0.00020289074703256632,Apoptosis,1013819.4433058548,231,249,,,0.0871740523487948
TRAF1,DSG1,3.6927569048902977e-06,Apoptosis,1013819.4433058548,231,249,,,0.0871740523487948
TRAF1,TMED7-TICAM2,9.314409787498572e-06,Apoptosis,1013819.4433058548,231,249,,,0.0871740523487948
CASP8,TRAF1,0.0001091009015201789,Apoptosis,1013819.4433058548,231,249,,,0.0871740523487948
CASP8,PIK3CD,5.361630108167404e-05,Apoptosis,1013819.4433058548,231,249,,,0.0871740523487948
CASP8,MAPT,4.3788465704791924e-05,Apoptosis,1013819.4433058548,231,249,,,0.0871740523487948
PRKCQ,BMX,2.4746171267038224e-08,Apoptosis,1013819.4433058548,231,249,,,0.0871740523487948
PRKCQ,HRK,6.044909029696284e-05,Apoptosis,1013819.4433058548,231,249,,,0.0871740523487948
PRKCQ,GAS2,0.00010775146185112083,Apoptosis,1013819.4433058548,231,249,,,0.0871740523487948
PRKCQ,TMED7-TICAM2,3.15364135105766e-05,Apoptosis,1013819.4433058548,231,249,,,0.0871740523487948
TNFRSF1A,LMNA,0.005876635612030166,Apoptosis,1013819.4433058548,231,249,,,0.0871740523487948
ROCK1,AVEN,0.0028408600637898854,Apoptosis,1013819.4433058548,231,249,,,0.0871740523487948
PSME4,PIK3CB,0.0009595431679716995,Apoptosis,1013819.4433058548,231,249,,,0.0871740523487948
TP63,AKT3,0.00012885807349695023,Apoptosis,1013819.4433058548,231,249,,,0.0871740523487948
ACTB,PSMB6,0.03670801279706156,Apoptosis,1013819.4433058548,231,249,,,0.0871740523487948
TUBA3D,TNFRSF10A,3.160321800733466e-05,Apoptosis,1013819.4433058548,231,249,,,0.0871740523487948
TUBA3D,MAPT,1.7332717189389437e-06,Apoptosis,1013819.4433058548,231,249,,,0.0871740523487948
BAX,TFDP2,0.0066626221255256125,Apoptosis,1013819.4433058548,231,249,,,0.0871740523487948
PSMC5,PSME1,0.0072361387398178385,Apoptosis,1013819.4433058548,231,249,,,0.0871740523487948
ADD1,MAPK8,0.004242216484540464,Apoptosis,1013819.4433058548,231,249,,,0.0871740523487948
DNM1L,CHUK,0.002086166461145339,Apoptosis,1013819.4433058548,231,249,,,0.0871740523487948
PPP1R13B,NGF,0.0007408521427937943,Apoptosis,1013819.4433058548,231,249,,,0.0871740523487948
DYNLL1,PSMD2,0.023716108460331484,Apoptosis,1013819.4433058548,231,249,,,0.0871740523487948
BIRC5,STAT3,0.00014160863871712795,Apoptosis,1013819.4433058548,231,249,,,0.0871740523487948
PSME1,YWHAE,0.010447453432432724,Apoptosis,1013819.4433058548,231,249,,,0.0871740523487948
CLSPN,TMED7-TICAM2,2.0761361088343287e-05,Apoptosis,1013819.4433058548,231,249,,,0.0871740523487948
PSMD5,FASLG,3.984980518130514e-05,Apoptosis,1013819.4433058548,231,249,,,0.0871740523487948
PSMD5,DSG3,0.0005685605478805247,Apoptosis,1013819.4433058548,231,249,,,0.0871740523487948
PSMD5,TLR4,2.2246504320820978e-05,Apoptosis,1013819.4433058548,231,249,,,0.0871740523487948
PSMD5,TUBA3E,2.5700953598412844e-05,Apoptosis,1013819.4433058548,231,249,,,0.0871740523487948
PSMD5,SPTA1,1.5413974738751712e-05,Apoptosis,1013819.4433058548,231,249,,,0.0871740523487948
DSP,IKBKB,0.0021154544821918525,Apoptosis,1013819.4433058548,231,249,,,0.0871740523487948
PSMD8,PSMC6,0.00849670701190071,Apoptosis,1013819.4433058548,231,249,,,0.0871740523487948
GADD45B,TRAF2,0.012505581714084352,Apoptosis,1013819.4433058548,231,249,,,0.0871740523487948
MAPK1,PSMD9,0.002442120363564463,Apoptosis,1013819.4433058548,231,249,,,0.0871740523487948
CSF2RB,CTSO,0.0005133344970938325,Apoptosis,1013819.4433058548,231,249,,,0.0871740523487948
GZMB,FAS,0.0004769118601157265,Apoptosis,1013819.4433058548,231,249,,,0.0871740523487948
PSMC6,BAD,0.0036088370729502723,Apoptosis,1013819.4433058548,231,249,,,0.0871740523487948
PSMA3,FADD,0.007570869049138287,Apoptosis,1013819.4433058548,231,249,,,0.0871740523487948
PSMC1,PSME2,0.004169274804417793,Apoptosis,1013819.4433058548,231,249,,,0.0871740523487948
PSMB5,PARP1,0.009126981435951455,Apoptosis,1013819.4433058548,231,249,,,0.0871740523487948
ACIN1,CASP8,0.0017820174264640257,Apoptosis,1013819.4433058548,231,249,,,0.0871740523487948
PSMA6,PARP3,0.0005181777594111658,Apoptosis,1013819.4433058548,231,249,,,0.0871740523487948
PSMA6,SATB1,0.0006177579888946818,Apoptosis,1013819.4433058548,231,249,,,0.0871740523487948
NFKBIA,RELA,0.016123408769914454,Apoptosis,1013819.4433058548,231,249,,,0.0871740523487948
PSME2,PSMD6,0.010574055383581122,Apoptosis,1013819.4433058548,231,249,,,0.0871740523487948
CTSZ,PSMD10,0.005128007944301775,Apoptosis,1013819.4433058548,231,249,,,0.0871740523487948
PSMA7,PSMA5,0.015783836399395606,Apoptosis,1013819.4433058548,231,249,,,0.0871740523487948
E2F1,TP63,6.222414218986027e-05,Apoptosis,1013819.4433058548,231,249,,,0.0871740523487948
E2F1,PKP1,7.844424990852035e-06,Apoptosis,1013819.4433058548,231,249,,,0.0871740523487948
PSMD10,CASP10,0.0011193906784298668,Apoptosis,1013819.4433058548,231,249,,,0.0871740523487948
XIAP,KRAS,0.0017520993777534603,Apoptosis,1013819.4433058548,231,249,,,0.0871740523487948
BMX,PPP3CC,0.0014660632033094525,Apoptosis,1013819.4433058548,231,249,,,0.0871740523487948
STK24,TJP2,0.0008863139727315051,Apoptosis,1013819.4433058548,231,249,,,0.0871740523487948
PARP4,PSME4,0.0007578694935516313,Apoptosis,1013819.4433058548,231,249,,,0.0871740523487948
TRADD,IKBKG,0.002365820455154829,Apoptosis,1013819.4433058548,231,249,,,0.0871740523487948
MAPK3,CTSZ,0.0034192742484315092,Apoptosis,1013819.4433058548,231,249,,,0.0871740523487948
PSMD7,PDPK1,0.004736253476778995,Apoptosis,1013819.4433058548,231,249,,,0.0871740523487948
CTSH,ATM,0.0064113418158197625,Apoptosis,1013819.4433058548,231,249,,,0.0871740523487948
TJP1,TP53BP2,0.003423965726267701,Apoptosis,1013819.4433058548,231,249,,,0.0871740523487948
BMF,TUBA3E,1.104855418082092e-05,Apoptosis,1013819.4433058548,231,249,,,0.0871740523487948
IKBKB,ROCK1,0.0010772282767764158,Apoptosis,1013819.4433058548,231,249,,,0.0871740523487948
TNFRSF10A,PKP1,4.3436044004682035e-05,Apoptosis,1013819.4433058548,231,249,,,0.0871740523487948
AKT2,PTK2,0.0009399844525441561,Apoptosis,1013819.4433058548,231,249,,,0.0871740523487948
BBC3,TP53,0.00035927605975625166,Apoptosis,1013819.4433058548,231,249,,,0.0871740523487948
CARD8,PSMB8,0.0028120959933147847,Apoptosis,1013819.4433058548,231,249,,,0.0871740523487948
PIK3R2,AKT1,2.600565723051948e-05,Apoptosis,1013819.4433058548,231,249,,,0.0871740523487948
CASP2,TP53,0.0005166367231691859,Apoptosis,1013819.4433058548,231,249,,,0.0871740523487948
PSMA2,PSMA1,0.008656062662036858,Apoptosis,1013819.4433058548,231,249,,,0.0871740523487948
MAPK8,TNFRSF10A,0.00010915472849401528,Apoptosis,1013819.4433058548,231,249,,,0.0871740523487948
MAPK8,UNC5B,0.0007258156926109678,Apoptosis,1013819.4433058548,231,249,,,0.0871740523487948
UNC5B,CTSK,0.0021930278639167074,Apoptosis,1013819.4433058548,231,249,,,0.0871740523487948
PSMD3,PSMB10,0.00377712251200292,Apoptosis,1013819.4433058548,231,249,,,0.0871740523487948
SEPTIN4,CTNNB1,5.320887020295041e-05,Apoptosis,1013819.4433058548,231,249,,,0.0871740523487948
PSMD11,PSMB4,0.0030344873549573988,Apoptosis,1013819.4433058548,231,249,,,0.0871740523487948
YWHAE,PSMA3,0.015179713624334271,Apoptosis,1013819.4433058548,231,249,,,0.0871740523487948
NFKB1,YWHAG,0.0017132703415997106,Apoptosis,1013819.4433058548,231,249,,,0.0871740523487948
MAPK10,TLR4,9.095231255402595e-05,Apoptosis,1013819.4433058548,231,249,,,0.0871740523487948
CTSC,YWHAZ,0.0026483642561967767,Apoptosis,1013819.4433058548,231,249,,,0.0871740523487948
BIRC2,APPL1,0.00229614818380936,Apoptosis,1013819.4433058548,231,249,,,0.0871740523487948
PSMD9,PSMD5,0.002029881140341962,Apoptosis,1013819.4433058548,231,249,,,0.0871740523487948
LMNB1,MAPK10,1.7032516800220052e-05,Apoptosis,1013819.4433058548,231,249,,,0.0871740523487948
LMNB1,TUBAL3,0.00014729663990356164,Apoptosis,1013819.4433058548,231,249,,,0.0871740523487948
LMNB1,NTRK1,2.9500595252003194e-05,Apoptosis,1013819.4433058548,231,249,,,0.0871740523487948
LMNB1,TICAM2,2.543369357668572e-05,Apoptosis,1013819.4433058548,231,249,,,0.0871740523487948
UNC5A,SFN,0.0008892843616626115,Apoptosis,1013819.4433058548,231,249,,,0.0871740523487948
TFDP2,BIRC3,0.0011344854688573667,Apoptosis,1013819.4433058548,231,249,,,0.0871740523487948
PSMD14,EIF2S1,0.0025055942092703895,Apoptosis,1013819.4433058548,231,249,,,0.0871740523487948
HTRA2,PAK2,0.002420246348756323,Apoptosis,1013819.4433058548,231,249,,,0.0871740523487948
GADD45A,H1-2,0.0033235540009902667,Apoptosis,1013819.4433058548,231,249,,,0.0871740523487948
AKT3,BCL2A1,0.001162088688089515,Apoptosis,1013819.4433058548,231,249,,,0.0871740523487948
PIK3R3,MAPT,0.0003386460771868977,Apoptosis,1013819.4433058548,231,249,,,0.0871740523487948
CTSD,HRAS,0.009146476444200328,Apoptosis,1013819.4433058548,231,249,,,0.0871740523487948
TJP2,STK26,0.001167843789451961,Apoptosis,1013819.4433058548,231,249,,,0.0871740523487948
APAF1,DSG2,0.0002237051223337203,Apoptosis,1013819.4433058548,231,249,,,0.0871740523487948
TNFRSF10B,BBC3,0.001451525020148682,Apoptosis,1013819.4433058548,231,249,,,0.0871740523487948
PPP3CC,DIABLO,0.0013861313992425718,Apoptosis,1013819.4433058548,231,249,,,0.0871740523487948
TNFSF10,PIK3CA,0.00805040608482563,Apoptosis,1013819.4433058548,231,249,,,0.0871740523487948
PIK3CA,CTSH,0.0009466741220989063,Apoptosis,1013819.4433058548,231,249,,,0.0871740523487948
TUBA1B,PSMB7,0.017155766077137705,Apoptosis,1013819.4433058548,231,249,,,0.0871740523487948
PSMF1,DBNL,0.003386876817429009,Apoptosis,1013819.4433058548,231,249,,,0.0871740523487948
PSMB2,PSMD13,0.007534219540134129,Apoptosis,1013819.4433058548,231,249,,,0.0871740523487948
MAP2K2,OCLN,0.001404862127667185,Apoptosis,1013819.4433058548,231,249,,,0.0871740523487948
TRAF2,MAPK1,0.0006995479790627712,Apoptosis,1013819.4433058548,231,249,,,0.0871740523487948
TICAM1,PLEC,0.0004005072223452598,Apoptosis,1013819.4433058548,231,249,,,0.0871740523487948
TUBA4A,PIK3R3,0.0019472012102569611,Apoptosis,1013819.4433058548,231,249,,,0.0871740523487948
SEM1,CTSB,0.016810905441037548,Apoptosis,1013819.4433058548,231,249,,,0.0871740523487948
YWHAH,PSMD4,0.011812905040044081,Apoptosis,1013819.4433058548,231,249,,,0.0871740523487948
ATF4,CASP7,0.0053345441506537335,Apoptosis,1013819.4433058548,231,249,,,0.0871740523487948
PSMA1,PSMA2,0.009198031750769596,Apoptosis,1013819.4433058548,231,249,,,0.0871740523487948
PARP2,BID,0.0005920050924889165,Apoptosis,1013819.4433058548,231,249,,,0.0871740523487948
GADD45G,PIDD1,0.0027881723276751975,Apoptosis,1013819.4433058548,231,249,,,0.0871740523487948
PSME3,ERN1,0.0016485100453569545,Apoptosis,1013819.4433058548,231,249,,,0.0871740523487948
RAF1,GADD45A,0.001217985006143713,Apoptosis,1013819.4433058548,231,249,,,0.0871740523487948
CASP9,STAT3,0.0002094215391914571,Apoptosis,1013819.4433058548,231,249,,,0.0871740523487948
KRAS,BAK1,0.0034760909611229267,Apoptosis,1013819.4433058548,231,249,,,0.0871740523487948
EIF2S1,PSMB4,0.0032591233579654997,Apoptosis,1013819.4433058548,231,249,,,0.0871740523487948
NGF,BMX,3.7714385751748728e-06,Apoptosis,1013819.4433058548,231,249,,,0.0871740523487948
NGF,TUBA3E,3.439686179400401e-06,Apoptosis,1013819.4433058548,231,249,,,0.0871740523487948
YWHAQ,UBB,0.00958327671299554,Apoptosis,1013819.4433058548,231,249,,,0.0871740523487948
APC,MAP3K14,0.0010219557885538287,Apoptosis,1013819.4433058548,231,249,,,0.0871740523487948
CTSL,YWHAQ,0.004055986218124724,Apoptosis,1013819.4433058548,231,249,,,0.0871740523487948
CTSL,PRKCD,0.005273767397190534,Apoptosis,1013819.4433058548,231,249,,,0.0871740523487948
HRK,TUBA3E,1.8866361335121307e-05,Apoptosis,1013819.4433058548,231,249,,,0.0871740523487948
DBNL,PSMB2,0.0027685854256432134,Apoptosis,1013819.4433058548,231,249,,,0.0871740523487948
NMT1,PSMD9,0.0022936122901012924,Apoptosis,1013819.4433058548,231,249,,,0.0871740523487948
DAB2IP,H1-0,0.0005256108188233786,Apoptosis,1013819.4433058548,231,249,,,0.0871740523487948
TLR4,AKT2,0.0006413218662608987,Apoptosis,1013819.4433058548,231,249,,,0.0871740523487948
PSMB7,PSMD7,0.007873081507702752,Apoptosis,1013819.4433058548,231,249,,,0.0871740523487948
